Mat,Array,Bank,Chip,Rank,Valid_bits,Taken
1,53,3,0,0,0,False
2,53,3,0,0,0,False
3,53,3,0,0,0,False
4,53,3,0,0,0,False
5,53,3,0,0,0,False
6,53,3,0,0,0,False
7,53,3,0,0,0,False
8,53,3,0,0,0,False
9,53,3,0,0,0,False
10,53,3,0,0,0,False
11,53,3,0,0,0,False
12,53,3,0,0,0,False
13,53,3,0,0,0,False
14,53,3,0,0,0,False
15,53,3,0,0,0,False
0,54,3,0,0,0,False
1,54,3,0,0,0,False
2,54,3,0,0,0,False
3,54,3,0,0,0,False
4,54,3,0,0,0,False
5,54,3,0,0,0,False
6,54,3,0,0,0,False
7,54,3,0,0,0,False
8,54,3,0,0,0,False
9,54,3,0,0,0,False
10,54,3,0,0,0,False
11,54,3,0,0,0,False
12,54,3,0,0,0,False
13,54,3,0,0,0,False
14,54,3,0,0,0,False
15,54,3,0,0,0,False
0,55,3,0,0,0,False
1,55,3,0,0,0,False
2,55,3,0,0,0,False
3,55,3,0,0,0,False
4,55,3,0,0,0,False
5,55,3,0,0,0,False
6,55,3,0,0,0,False
7,55,3,0,0,0,False
8,55,3,0,0,0,False
9,55,3,0,0,0,False
10,55,3,0,0,0,False
11,55,3,0,0,0,False
12,55,3,0,0,0,False
13,55,3,0,0,0,False
14,55,3,0,0,0,False
15,55,3,0,0,0,False
0,56,3,0,0,0,False
1,56,3,0,0,0,False
2,56,3,0,0,0,False
3,56,3,0,0,0,False
4,56,3,0,0,0,False
5,56,3,0,0,0,False
6,56,3,0,0,0,False
7,56,3,0,0,0,False
8,56,3,0,0,0,False
9,56,3,0,0,0,False
10,56,3,0,0,0,False
11,56,3,0,0,0,False
12,56,3,0,0,0,False
13,56,3,0,0,0,False
14,56,3,0,0,0,False
15,56,3,0,0,0,False
0,57,3,0,0,0,False
1,57,3,0,0,0,False
2,57,3,0,0,0,False
3,57,3,0,0,0,False
4,57,3,0,0,0,False
5,57,3,0,0,0,False
6,57,3,0,0,0,False
7,57,3,0,0,0,False
8,57,3,0,0,0,False
9,57,3,0,0,0,False
10,57,3,0,0,0,False
11,57,3,0,0,0,False
12,57,3,0,0,0,False
13,57,3,0,0,0,False
14,57,3,0,0,0,False
15,57,3,0,0,0,False
0,58,3,0,0,0,False
1,58,3,0,0,0,False
2,58,3,0,0,0,False
3,58,3,0,0,0,False
4,58,3,0,0,0,False
5,58,3,0,0,0,False
6,58,3,0,0,0,False
7,58,3,0,0,0,False
8,58,3,0,0,0,False
9,58,3,0,0,0,False
10,58,3,0,0,0,False
11,58,3,0,0,0,False
12,58,3,0,0,0,False
13,58,3,0,0,0,False
14,58,3,0,0,0,False
15,58,3,0,0,0,False
0,59,3,0,0,0,False
1,59,3,0,0,0,False
2,59,3,0,0,0,False
3,59,3,0,0,0,False
4,59,3,0,0,0,False
5,59,3,0,0,0,False
6,59,3,0,0,0,False
7,59,3,0,0,0,False
8,59,3,0,0,0,False
9,59,3,0,0,0,False
10,59,3,0,0,0,False
11,59,3,0,0,0,False
12,59,3,0,0,0,False
13,59,3,0,0,0,False
14,59,3,0,0,0,False
15,59,3,0,0,0,False
0,60,3,0,0,0,False
1,60,3,0,0,0,False
2,60,3,0,0,0,False
3,60,3,0,0,0,False
4,60,3,0,0,0,False
5,60,3,0,0,0,False
6,60,3,0,0,0,False
7,60,3,0,0,0,False
8,60,3,0,0,0,False
9,60,3,0,0,0,False
10,60,3,0,0,0,False
11,60,3,0,0,0,False
12,60,3,0,0,0,False
13,60,3,0,0,0,False
14,60,3,0,0,0,False
15,60,3,0,0,0,False
0,61,3,0,0,0,False
1,61,3,0,0,0,False
2,61,3,0,0,0,False
3,61,3,0,0,0,False
4,61,3,0,0,0,False
5,61,3,0,0,0,False
6,61,3,0,0,0,False
7,61,3,0,0,0,False
8,61,3,0,0,0,False
9,61,3,0,0,0,False
10,61,3,0,0,0,False
11,61,3,0,0,0,False
12,61,3,0,0,0,False
13,61,3,0,0,0,False
14,61,3,0,0,0,False
15,61,3,0,0,0,False
0,62,3,0,0,0,False
1,62,3,0,0,0,False
2,62,3,0,0,0,False
3,62,3,0,0,0,False
4,62,3,0,0,0,False
5,62,3,0,0,0,False
6,62,3,0,0,0,False
7,62,3,0,0,0,False
8,62,3,0,0,0,False
9,62,3,0,0,0,False
10,62,3,0,0,0,False
11,62,3,0,0,0,False
12,62,3,0,0,0,False
13,62,3,0,0,0,False
14,62,3,0,0,0,False
15,62,3,0,0,0,False
0,63,3,0,0,0,False
1,63,3,0,0,0,False
2,63,3,0,0,0,False
3,63,3,0,0,0,False
4,63,3,0,0,0,False
5,63,3,0,0,0,False
6,63,3,0,0,0,False
7,63,3,0,0,0,False
8,63,3,0,0,0,False
9,63,3,0,0,0,False
10,63,3,0,0,0,False
11,63,3,0,0,0,False
12,63,3,0,0,0,False
13,63,3,0,0,0,False
14,63,3,0,0,0,False
15,63,3,0,0,0,False
0,0,4,0,0,0,False
1,0,4,0,0,0,False
2,0,4,0,0,0,False
3,0,4,0,0,0,False
4,0,4,0,0,0,False
5,0,4,0,0,0,False
6,0,4,0,0,0,False
7,0,4,0,0,0,False
8,0,4,0,0,0,False
9,0,4,0,0,0,False
10,0,4,0,0,0,False
11,0,4,0,0,0,False
12,0,4,0,0,0,False
13,0,4,0,0,0,False
14,0,4,0,0,0,False
15,0,4,0,0,0,False
0,1,4,0,0,0,False
1,1,4,0,0,0,False
2,1,4,0,0,0,False
3,1,4,0,0,0,False
4,1,4,0,0,0,False
5,1,4,0,0,0,False
6,1,4,0,0,0,False
7,1,4,0,0,0,False
8,1,4,0,0,0,False
9,1,4,0,0,0,False
10,1,4,0,0,0,False
11,1,4,0,0,0,False
12,1,4,0,0,0,False
13,1,4,0,0,0,False
14,1,4,0,0,0,False
15,1,4,0,0,0,False
0,2,4,0,0,0,False
1,2,4,0,0,0,False
2,2,4,0,0,0,False
3,2,4,0,0,0,False
4,2,4,0,0,0,False
5,2,4,0,0,0,False
6,2,4,0,0,0,False
7,2,4,0,0,0,False
8,2,4,0,0,0,False
9,2,4,0,0,0,False
10,2,4,0,0,0,False
11,2,4,0,0,0,False
12,2,4,0,0,0,False
13,2,4,0,0,0,False
14,2,4,0,0,0,False
15,2,4,0,0,0,False
0,3,4,0,0,0,False
1,3,4,0,0,0,False
2,3,4,0,0,0,False
3,3,4,0,0,0,False
4,3,4,0,0,0,False
5,3,4,0,0,0,False
6,3,4,0,0,0,False
7,3,4,0,0,0,False
8,3,4,0,0,0,False
9,3,4,0,0,0,False
10,3,4,0,0,0,False
11,3,4,0,0,0,False
12,3,4,0,0,0,False
13,3,4,0,0,0,False
14,3,4,0,0,0,False
15,3,4,0,0,0,False
0,4,4,0,0,0,False
1,4,4,0,0,0,False
2,4,4,0,0,0,False
3,4,4,0,0,0,False
4,4,4,0,0,0,False
5,4,4,0,0,0,False
6,4,4,0,0,0,False
7,4,4,0,0,0,False
8,4,4,0,0,0,False
9,4,4,0,0,0,False
10,4,4,0,0,0,False
11,4,4,0,0,0,False
12,4,4,0,0,0,False
13,4,4,0,0,0,False
14,4,4,0,0,0,False
15,4,4,0,0,0,False
0,5,4,0,0,0,False
1,5,4,0,0,0,False
2,5,4,0,0,0,False
3,5,4,0,0,0,False
4,5,4,0,0,0,False
5,5,4,0,0,0,False
6,5,4,0,0,0,False
7,5,4,0,0,0,False
8,5,4,0,0,0,False
9,5,4,0,0,0,False
10,5,4,0,0,0,False
11,5,4,0,0,0,False
12,5,4,0,0,0,False
13,5,4,0,0,0,False
14,5,4,0,0,0,False
15,5,4,0,0,0,False
0,6,4,0,0,0,False
1,6,4,0,0,0,False
2,6,4,0,0,0,False
3,6,4,0,0,0,False
4,6,4,0,0,0,False
5,6,4,0,0,0,False
6,6,4,0,0,0,False
7,6,4,0,0,0,False
8,6,4,0,0,0,False
9,6,4,0,0,0,False
10,6,4,0,0,0,False
11,6,4,0,0,0,False
12,6,4,0,0,0,False
13,6,4,0,0,0,False
14,6,4,0,0,0,False
15,6,4,0,0,0,False
0,7,4,0,0,0,False
1,7,4,0,0,0,False
2,7,4,0,0,0,False
3,7,4,0,0,0,False
4,7,4,0,0,0,False
5,7,4,0,0,0,False
6,7,4,0,0,0,False
7,7,4,0,0,0,False
8,7,4,0,0,0,False
9,7,4,0,0,0,False
10,7,4,0,0,0,False
11,7,4,0,0,0,False
12,7,4,0,0,0,False
13,7,4,0,0,0,False
14,7,4,0,0,0,False
15,7,4,0,0,0,False
0,8,4,0,0,0,False
1,8,4,0,0,0,False
2,8,4,0,0,0,False
3,8,4,0,0,0,False
4,8,4,0,0,0,False
5,8,4,0,0,0,False
6,8,4,0,0,0,False
7,8,4,0,0,0,False
8,8,4,0,0,0,False
9,8,4,0,0,0,False
10,8,4,0,0,0,False
11,8,4,0,0,0,False
12,8,4,0,0,0,False
13,8,4,0,0,0,False
14,8,4,0,0,0,False
15,8,4,0,0,0,False
0,9,4,0,0,0,False
1,9,4,0,0,0,False
2,9,4,0,0,0,False
3,9,4,0,0,0,False
4,9,4,0,0,0,False
5,9,4,0,0,0,False
6,9,4,0,0,0,False
7,9,4,0,0,0,False
8,9,4,0,0,0,False
9,9,4,0,0,0,False
10,9,4,0,0,0,False
11,9,4,0,0,0,False
12,9,4,0,0,0,False
13,9,4,0,0,0,False
14,9,4,0,0,0,False
15,9,4,0,0,0,False
0,10,4,0,0,0,False
1,10,4,0,0,0,False
2,10,4,0,0,0,False
3,10,4,0,0,0,False
4,10,4,0,0,0,False
5,10,4,0,0,0,False
6,10,4,0,0,0,False
7,10,4,0,0,0,False
8,10,4,0,0,0,False
9,10,4,0,0,0,False
10,10,4,0,0,0,False
11,10,4,0,0,0,False
12,10,4,0,0,0,False
13,10,4,0,0,0,False
14,10,4,0,0,0,False
15,10,4,0,0,0,False
0,11,4,0,0,0,False
1,11,4,0,0,0,False
2,11,4,0,0,0,False
3,11,4,0,0,0,False
4,11,4,0,0,0,False
5,11,4,0,0,0,False
6,11,4,0,0,0,False
7,11,4,0,0,0,False
8,11,4,0,0,0,False
9,11,4,0,0,0,False
10,11,4,0,0,0,False
11,11,4,0,0,0,False
12,11,4,0,0,0,False
13,11,4,0,0,0,False
14,11,4,0,0,0,False
15,11,4,0,0,0,False
0,12,4,0,0,0,False
1,12,4,0,0,0,False
2,12,4,0,0,0,False
3,12,4,0,0,0,False
4,12,4,0,0,0,False
5,12,4,0,0,0,False
6,12,4,0,0,0,False
7,12,4,0,0,0,False
8,12,4,0,0,0,False
9,12,4,0,0,0,False
10,12,4,0,0,0,False
11,12,4,0,0,0,False
12,12,4,0,0,0,False
13,12,4,0,0,0,False
14,12,4,0,0,0,False
15,12,4,0,0,0,False
0,13,4,0,0,0,False
1,13,4,0,0,0,False
2,13,4,0,0,0,False
3,13,4,0,0,0,False
4,13,4,0,0,0,False
5,13,4,0,0,0,False
6,13,4,0,0,0,False
7,13,4,0,0,0,False
8,13,4,0,0,0,False
9,13,4,0,0,0,False
10,13,4,0,0,0,False
11,13,4,0,0,0,False
12,13,4,0,0,0,False
13,13,4,0,0,0,False
14,13,4,0,0,0,False
15,13,4,0,0,0,False
0,14,4,0,0,0,False
1,14,4,0,0,0,False
2,14,4,0,0,0,False
3,14,4,0,0,0,False
4,14,4,0,0,0,False
5,14,4,0,0,0,False
6,14,4,0,0,0,False
7,14,4,0,0,0,False
8,14,4,0,0,0,False
9,14,4,0,0,0,False
10,14,4,0,0,0,False
11,14,4,0,0,0,False
12,14,4,0,0,0,False
13,14,4,0,0,0,False
14,14,4,0,0,0,False
15,14,4,0,0,0,False
0,15,4,0,0,0,False
1,15,4,0,0,0,False
2,15,4,0,0,0,False
3,15,4,0,0,0,False
4,15,4,0,0,0,False
5,15,4,0,0,0,False
6,15,4,0,0,0,False
7,15,4,0,0,0,False
8,15,4,0,0,0,False
9,15,4,0,0,0,False
10,15,4,0,0,0,False
11,15,4,0,0,0,False
12,15,4,0,0,0,False
13,15,4,0,0,0,False
14,15,4,0,0,0,False
15,15,4,0,0,0,False
0,16,4,0,0,0,False
1,16,4,0,0,0,False
2,16,4,0,0,0,False
3,16,4,0,0,0,False
4,16,4,0,0,0,False
5,16,4,0,0,0,False
6,16,4,0,0,0,False
7,16,4,0,0,0,False
8,16,4,0,0,0,False
9,16,4,0,0,0,False
10,16,4,0,0,0,False
11,16,4,0,0,0,False
12,16,4,0,0,0,False
13,16,4,0,0,0,False
14,16,4,0,0,0,False
15,16,4,0,0,0,False
0,17,4,0,0,0,False
1,17,4,0,0,0,False
2,17,4,0,0,0,False
3,17,4,0,0,0,False
4,17,4,0,0,0,False
5,17,4,0,0,0,False
6,17,4,0,0,0,False
7,17,4,0,0,0,False
8,17,4,0,0,0,False
9,17,4,0,0,0,False
10,17,4,0,0,0,False
11,17,4,0,0,0,False
12,17,4,0,0,0,False
13,17,4,0,0,0,False
14,17,4,0,0,0,False
15,17,4,0,0,0,False
0,18,4,0,0,0,False
1,18,4,0,0,0,False
2,18,4,0,0,0,False
3,18,4,0,0,0,False
4,18,4,0,0,0,False
5,18,4,0,0,0,False
6,18,4,0,0,0,False
7,18,4,0,0,0,False
8,18,4,0,0,0,False
9,18,4,0,0,0,False
10,18,4,0,0,0,False
11,18,4,0,0,0,False
12,18,4,0,0,0,False
13,18,4,0,0,0,False
14,18,4,0,0,0,False
15,18,4,0,0,0,False
0,19,4,0,0,0,False
1,19,4,0,0,0,False
2,19,4,0,0,0,False
3,19,4,0,0,0,False
4,19,4,0,0,0,False
5,19,4,0,0,0,False
6,19,4,0,0,0,False
7,19,4,0,0,0,False
8,19,4,0,0,0,False
9,19,4,0,0,0,False
10,19,4,0,0,0,False
11,19,4,0,0,0,False
12,19,4,0,0,0,False
13,19,4,0,0,0,False
14,19,4,0,0,0,False
15,19,4,0,0,0,False
0,20,4,0,0,0,False
1,20,4,0,0,0,False
2,20,4,0,0,0,False
3,20,4,0,0,0,False
4,20,4,0,0,0,False
5,20,4,0,0,0,False
6,20,4,0,0,0,False
7,20,4,0,0,0,False
8,20,4,0,0,0,False
9,20,4,0,0,0,False
10,20,4,0,0,0,False
11,20,4,0,0,0,False
12,20,4,0,0,0,False
13,20,4,0,0,0,False
14,20,4,0,0,0,False
15,20,4,0,0,0,False
0,21,4,0,0,0,False
1,21,4,0,0,0,False
2,21,4,0,0,0,False
3,21,4,0,0,0,False
4,21,4,0,0,0,False
5,21,4,0,0,0,False
6,21,4,0,0,0,False
7,21,4,0,0,0,False
8,21,4,0,0,0,False
9,21,4,0,0,0,False
10,21,4,0,0,0,False
11,21,4,0,0,0,False
12,21,4,0,0,0,False
13,21,4,0,0,0,False
14,21,4,0,0,0,False
15,21,4,0,0,0,False
0,22,4,0,0,0,False
1,22,4,0,0,0,False
2,22,4,0,0,0,False
3,22,4,0,0,0,False
4,22,4,0,0,0,False
5,22,4,0,0,0,False
6,22,4,0,0,0,False
7,22,4,0,0,0,False
8,22,4,0,0,0,False
9,22,4,0,0,0,False
10,22,4,0,0,0,False
11,22,4,0,0,0,False
12,22,4,0,0,0,False
13,22,4,0,0,0,False
14,22,4,0,0,0,False
15,22,4,0,0,0,False
0,23,4,0,0,0,False
1,23,4,0,0,0,False
2,23,4,0,0,0,False
3,23,4,0,0,0,False
4,23,4,0,0,0,False
5,23,4,0,0,0,False
6,23,4,0,0,0,False
7,23,4,0,0,0,False
8,23,4,0,0,0,False
9,23,4,0,0,0,False
10,23,4,0,0,0,False
11,23,4,0,0,0,False
12,23,4,0,0,0,False
13,23,4,0,0,0,False
14,23,4,0,0,0,False
15,23,4,0,0,0,False
0,24,4,0,0,0,False
1,24,4,0,0,0,False
2,24,4,0,0,0,False
3,24,4,0,0,0,False
4,24,4,0,0,0,False
5,24,4,0,0,0,False
6,24,4,0,0,0,False
7,24,4,0,0,0,False
8,24,4,0,0,0,False
9,24,4,0,0,0,False
10,24,4,0,0,0,False
11,24,4,0,0,0,False
12,24,4,0,0,0,False
13,24,4,0,0,0,False
14,24,4,0,0,0,False
15,24,4,0,0,0,False
0,25,4,0,0,0,False
1,25,4,0,0,0,False
2,25,4,0,0,0,False
3,25,4,0,0,0,False
4,25,4,0,0,0,False
5,25,4,0,0,0,False
6,25,4,0,0,0,False
7,25,4,0,0,0,False
8,25,4,0,0,0,False
9,25,4,0,0,0,False
10,25,4,0,0,0,False
11,25,4,0,0,0,False
12,25,4,0,0,0,False
13,25,4,0,0,0,False
14,25,4,0,0,0,False
15,25,4,0,0,0,False
0,26,4,0,0,0,False
1,26,4,0,0,0,False
2,26,4,0,0,0,False
3,26,4,0,0,0,False
4,26,4,0,0,0,False
5,26,4,0,0,0,False
6,26,4,0,0,0,False
7,26,4,0,0,0,False
8,26,4,0,0,0,False
9,26,4,0,0,0,False
10,26,4,0,0,0,False
11,26,4,0,0,0,False
12,26,4,0,0,0,False
13,26,4,0,0,0,False
14,26,4,0,0,0,False
15,26,4,0,0,0,False
0,27,4,0,0,0,False
1,27,4,0,0,0,False
2,27,4,0,0,0,False
3,27,4,0,0,0,False
4,27,4,0,0,0,False
5,27,4,0,0,0,False
6,27,4,0,0,0,False
7,27,4,0,0,0,False
8,27,4,0,0,0,False
9,27,4,0,0,0,False
10,27,4,0,0,0,False
11,27,4,0,0,0,False
12,27,4,0,0,0,False
13,27,4,0,0,0,False
14,27,4,0,0,0,False
15,27,4,0,0,0,False
0,28,4,0,0,0,False
1,28,4,0,0,0,False
2,28,4,0,0,0,False
3,28,4,0,0,0,False
4,28,4,0,0,0,False
5,28,4,0,0,0,False
6,28,4,0,0,0,False
7,28,4,0,0,0,False
8,28,4,0,0,0,False
9,28,4,0,0,0,False
10,28,4,0,0,0,False
11,28,4,0,0,0,False
12,28,4,0,0,0,False
13,28,4,0,0,0,False
14,28,4,0,0,0,False
15,28,4,0,0,0,False
0,29,4,0,0,0,False
1,29,4,0,0,0,False
2,29,4,0,0,0,False
3,29,4,0,0,0,False
4,29,4,0,0,0,False
5,29,4,0,0,0,False
6,29,4,0,0,0,False
7,29,4,0,0,0,False
8,29,4,0,0,0,False
9,29,4,0,0,0,False
10,29,4,0,0,0,False
11,29,4,0,0,0,False
12,29,4,0,0,0,False
13,29,4,0,0,0,False
14,29,4,0,0,0,False
15,29,4,0,0,0,False
0,30,4,0,0,0,False
1,30,4,0,0,0,False
2,30,4,0,0,0,False
3,30,4,0,0,0,False
4,30,4,0,0,0,False
5,30,4,0,0,0,False
6,30,4,0,0,0,False
7,30,4,0,0,0,False
8,30,4,0,0,0,False
9,30,4,0,0,0,False
10,30,4,0,0,0,False
11,30,4,0,0,0,False
12,30,4,0,0,0,False
13,30,4,0,0,0,False
14,30,4,0,0,0,False
15,30,4,0,0,0,False
0,31,4,0,0,0,False
1,31,4,0,0,0,False
2,31,4,0,0,0,False
3,31,4,0,0,0,False
4,31,4,0,0,0,False
5,31,4,0,0,0,False
6,31,4,0,0,0,False
7,31,4,0,0,0,False
8,31,4,0,0,0,False
9,31,4,0,0,0,False
10,31,4,0,0,0,False
11,31,4,0,0,0,False
12,31,4,0,0,0,False
13,31,4,0,0,0,False
14,31,4,0,0,0,False
15,31,4,0,0,0,False
0,32,4,0,0,0,False
1,32,4,0,0,0,False
2,32,4,0,0,0,False
3,32,4,0,0,0,False
4,32,4,0,0,0,False
5,32,4,0,0,0,False
6,32,4,0,0,0,False
7,32,4,0,0,0,False
8,32,4,0,0,0,False
9,32,4,0,0,0,False
10,32,4,0,0,0,False
11,32,4,0,0,0,False
12,32,4,0,0,0,False
13,32,4,0,0,0,False
14,32,4,0,0,0,False
15,32,4,0,0,0,False
0,33,4,0,0,0,False
1,33,4,0,0,0,False
2,33,4,0,0,0,False
3,33,4,0,0,0,False
4,33,4,0,0,0,False
5,33,4,0,0,0,False
6,33,4,0,0,0,False
7,33,4,0,0,0,False
8,33,4,0,0,0,False
9,33,4,0,0,0,False
10,33,4,0,0,0,False
11,33,4,0,0,0,False
12,33,4,0,0,0,False
13,33,4,0,0,0,False
14,33,4,0,0,0,False
15,33,4,0,0,0,False
0,34,4,0,0,0,False
1,34,4,0,0,0,False
2,34,4,0,0,0,False
3,34,4,0,0,0,False
4,34,4,0,0,0,False
5,34,4,0,0,0,False
6,34,4,0,0,0,False
7,34,4,0,0,0,False
8,34,4,0,0,0,False
9,34,4,0,0,0,False
10,34,4,0,0,0,False
11,34,4,0,0,0,False
12,34,4,0,0,0,False
13,34,4,0,0,0,False
14,34,4,0,0,0,False
15,34,4,0,0,0,False
0,35,4,0,0,0,False
1,35,4,0,0,0,False
2,35,4,0,0,0,False
3,35,4,0,0,0,False
4,35,4,0,0,0,False
5,35,4,0,0,0,False
6,35,4,0,0,0,False
7,35,4,0,0,0,False
8,35,4,0,0,0,False
9,35,4,0,0,0,False
10,35,4,0,0,0,False
11,35,4,0,0,0,False
12,35,4,0,0,0,False
13,35,4,0,0,0,False
14,35,4,0,0,0,False
15,35,4,0,0,0,False
0,36,4,0,0,0,False
1,36,4,0,0,0,False
2,36,4,0,0,0,False
3,36,4,0,0,0,False
4,36,4,0,0,0,False
5,36,4,0,0,0,False
6,36,4,0,0,0,False
7,36,4,0,0,0,False
8,36,4,0,0,0,False
9,36,4,0,0,0,False
10,36,4,0,0,0,False
11,36,4,0,0,0,False
12,36,4,0,0,0,False
13,36,4,0,0,0,False
14,36,4,0,0,0,False
15,36,4,0,0,0,False
0,37,4,0,0,0,False
1,37,4,0,0,0,False
2,37,4,0,0,0,False
3,37,4,0,0,0,False
4,37,4,0,0,0,False
5,37,4,0,0,0,False
6,37,4,0,0,0,False
7,37,4,0,0,0,False
8,37,4,0,0,0,False
9,37,4,0,0,0,False
10,37,4,0,0,0,False
11,37,4,0,0,0,False
12,37,4,0,0,0,False
13,37,4,0,0,0,False
14,37,4,0,0,0,False
15,37,4,0,0,0,False
0,38,4,0,0,0,False
1,38,4,0,0,0,False
2,38,4,0,0,0,False
3,38,4,0,0,0,False
4,38,4,0,0,0,False
5,38,4,0,0,0,False
6,38,4,0,0,0,False
7,38,4,0,0,0,False
8,38,4,0,0,0,False
9,38,4,0,0,0,False
10,38,4,0,0,0,False
11,38,4,0,0,0,False
12,38,4,0,0,0,False
13,38,4,0,0,0,False
14,38,4,0,0,0,False
15,38,4,0,0,0,False
0,39,4,0,0,0,False
1,39,4,0,0,0,False
2,39,4,0,0,0,False
3,39,4,0,0,0,False
4,39,4,0,0,0,False
5,39,4,0,0,0,False
6,39,4,0,0,0,False
7,39,4,0,0,0,False
8,39,4,0,0,0,False
9,39,4,0,0,0,False
10,39,4,0,0,0,False
11,39,4,0,0,0,False
12,39,4,0,0,0,False
13,39,4,0,0,0,False
14,39,4,0,0,0,False
15,39,4,0,0,0,False
0,40,4,0,0,0,False
1,40,4,0,0,0,False
2,40,4,0,0,0,False
3,40,4,0,0,0,False
4,40,4,0,0,0,False
5,40,4,0,0,0,False
6,40,4,0,0,0,False
7,40,4,0,0,0,False
8,40,4,0,0,0,False
9,40,4,0,0,0,False
10,40,4,0,0,0,False
11,40,4,0,0,0,False
12,40,4,0,0,0,False
13,40,4,0,0,0,False
14,40,4,0,0,0,False
15,40,4,0,0,0,False
0,41,4,0,0,0,False
1,41,4,0,0,0,False
2,41,4,0,0,0,False
3,41,4,0,0,0,False
4,41,4,0,0,0,False
5,41,4,0,0,0,False
6,41,4,0,0,0,False
7,41,4,0,0,0,False
8,41,4,0,0,0,False
9,41,4,0,0,0,False
10,41,4,0,0,0,False
11,41,4,0,0,0,False
12,41,4,0,0,0,False
13,41,4,0,0,0,False
14,41,4,0,0,0,False
15,41,4,0,0,0,False
0,42,4,0,0,0,False
1,42,4,0,0,0,False
2,42,4,0,0,0,False
3,42,4,0,0,0,False
4,42,4,0,0,0,False
5,42,4,0,0,0,False
6,42,4,0,0,0,False
7,42,4,0,0,0,False
8,42,4,0,0,0,False
9,42,4,0,0,0,False
10,42,4,0,0,0,False
11,42,4,0,0,0,False
12,42,4,0,0,0,False
13,42,4,0,0,0,False
14,42,4,0,0,0,False
15,42,4,0,0,0,False
0,43,4,0,0,0,False
1,43,4,0,0,0,False
2,43,4,0,0,0,False
3,43,4,0,0,0,False
4,43,4,0,0,0,False
5,43,4,0,0,0,False
6,43,4,0,0,0,False
7,43,4,0,0,0,False
8,43,4,0,0,0,False
9,43,4,0,0,0,False
10,43,4,0,0,0,False
11,43,4,0,0,0,False
12,43,4,0,0,0,False
13,43,4,0,0,0,False
14,43,4,0,0,0,False
15,43,4,0,0,0,False
0,44,4,0,0,0,False
1,44,4,0,0,0,False
2,44,4,0,0,0,False
3,44,4,0,0,0,False
4,44,4,0,0,0,False
5,44,4,0,0,0,False
6,44,4,0,0,0,False
7,44,4,0,0,0,False
8,44,4,0,0,0,False
9,44,4,0,0,0,False
10,44,4,0,0,0,False
11,44,4,0,0,0,False
12,44,4,0,0,0,False
13,44,4,0,0,0,False
14,44,4,0,0,0,False
15,44,4,0,0,0,False
0,45,4,0,0,0,False
1,45,4,0,0,0,False
2,45,4,0,0,0,False
3,45,4,0,0,0,False
4,45,4,0,0,0,False
5,45,4,0,0,0,False
6,45,4,0,0,0,False
7,45,4,0,0,0,False
8,45,4,0,0,0,False
9,45,4,0,0,0,False
10,45,4,0,0,0,False
11,45,4,0,0,0,False
12,45,4,0,0,0,False
13,45,4,0,0,0,False
14,45,4,0,0,0,False
15,45,4,0,0,0,False
0,46,4,0,0,0,False
1,46,4,0,0,0,False
2,46,4,0,0,0,False
3,46,4,0,0,0,False
4,46,4,0,0,0,False
5,46,4,0,0,0,False
6,46,4,0,0,0,False
7,46,4,0,0,0,False
8,46,4,0,0,0,False
9,46,4,0,0,0,False
10,46,4,0,0,0,False
11,46,4,0,0,0,False
12,46,4,0,0,0,False
13,46,4,0,0,0,False
14,46,4,0,0,0,False
15,46,4,0,0,0,False
0,47,4,0,0,0,False
1,47,4,0,0,0,False
2,47,4,0,0,0,False
3,47,4,0,0,0,False
4,47,4,0,0,0,False
5,47,4,0,0,0,False
6,47,4,0,0,0,False
7,47,4,0,0,0,False
8,47,4,0,0,0,False
9,47,4,0,0,0,False
10,47,4,0,0,0,False
11,47,4,0,0,0,False
12,47,4,0,0,0,False
13,47,4,0,0,0,False
14,47,4,0,0,0,False
15,47,4,0,0,0,False
0,48,4,0,0,0,False
1,48,4,0,0,0,False
2,48,4,0,0,0,False
3,48,4,0,0,0,False
4,48,4,0,0,0,False
5,48,4,0,0,0,False
6,48,4,0,0,0,False
7,48,4,0,0,0,False
8,48,4,0,0,0,False
9,48,4,0,0,0,False
10,48,4,0,0,0,False
11,48,4,0,0,0,False
12,48,4,0,0,0,False
13,48,4,0,0,0,False
14,48,4,0,0,0,False
15,48,4,0,0,0,False
0,49,4,0,0,0,False
1,49,4,0,0,0,False
2,49,4,0,0,0,False
3,49,4,0,0,0,False
4,49,4,0,0,0,False
5,49,4,0,0,0,False
6,49,4,0,0,0,False
7,49,4,0,0,0,False
8,49,4,0,0,0,False
9,49,4,0,0,0,False
10,49,4,0,0,0,False
11,49,4,0,0,0,False
12,49,4,0,0,0,False
13,49,4,0,0,0,False
14,49,4,0,0,0,False
15,49,4,0,0,0,False
0,50,4,0,0,0,False
1,50,4,0,0,0,False
2,50,4,0,0,0,False
3,50,4,0,0,0,False
4,50,4,0,0,0,False
5,50,4,0,0,0,False
6,50,4,0,0,0,False
7,50,4,0,0,0,False
8,50,4,0,0,0,False
9,50,4,0,0,0,False
10,50,4,0,0,0,False
11,50,4,0,0,0,False
12,50,4,0,0,0,False
13,50,4,0,0,0,False
14,50,4,0,0,0,False
15,50,4,0,0,0,False
0,51,4,0,0,0,False
1,51,4,0,0,0,False
2,51,4,0,0,0,False
3,51,4,0,0,0,False
4,51,4,0,0,0,False
5,51,4,0,0,0,False
