ID,Stage,Row,Mat,Array,Bank,Chip,Rank,Data_type
237,0,0,0,0,0,0,0,data
238,0,0,0,0,0,0,0,data
239,0,0,0,0,0,0,0,data
240,0,0,0,0,0,0,0,data
241,0,0,0,0,0,0,0,data
242,0,0,0,0,0,0,0,data
243,0,0,0,0,0,0,0,data
244,0,0,0,0,0,0,0,data
245,0,0,0,0,0,0,0,data
246,0,0,0,0,0,0,0,data
247,0,0,0,0,0,0,0,data
248,0,0,0,0,0,0,0,data
249,0,0,0,0,0,0,0,data
250,0,0,0,0,0,0,0,data
251,0,0,0,0,0,0,0,data
252,0,0,0,0,0,0,0,data
253,0,0,0,0,0,0,0,data
254,0,0,0,0,0,0,0,data
255,0,0,0,0,0,0,0,data
256,0,0,0,0,0,0,0,data
257,0,0,0,0,0,0,0,data
258,0,0,0,0,0,0,0,data
259,0,0,0,0,0,0,0,data
260,0,0,0,0,0,0,0,data
261,0,0,0,0,0,0,0,data
262,0,0,0,0,0,0,0,data
263,0,0,0,0,0,0,0,data
264,0,0,0,0,0,0,0,data
265,0,0,0,0,0,0,0,data
266,0,0,0,0,0,0,0,data
267,0,0,0,0,0,0,0,data
268,0,0,0,0,0,0,0,data
269,0,0,0,0,0,0,0,data
270,0,0,0,0,0,0,0,data
271,0,0,0,0,0,0,0,data
272,0,0,0,0,0,0,0,data
273,0,0,0,0,0,0,0,data
274,0,0,0,0,0,0,0,data
275,0,0,0,0,0,0,0,data
276,0,0,0,0,0,0,0,data
277,0,0,0,0,0,0,0,data
278,0,0,0,0,0,0,0,data
279,0,0,0,0,0,0,0,data
280,0,0,0,0,0,0,0,data
281,0,0,0,0,0,0,0,data
282,0,0,0,0,0,0,0,data
283,0,0,0,0,0,0,0,data
284,0,0,0,0,0,0,0,data
285,0,0,0,0,0,0,0,data
286,0,0,0,0,0,0,0,data
287,0,0,0,0,0,0,0,data
288,0,0,0,0,0,0,0,data
289,0,0,0,0,0,0,0,data
290,0,0,0,0,0,0,0,data
291,0,0,0,0,0,0,0,data
292,0,0,0,0,0,0,0,data
293,0,0,0,0,0,0,0,data
294,0,0,0,0,0,0,0,data
295,0,0,0,0,0,0,0,data
296,0,0,0,0,0,0,0,data
297,0,0,0,0,0,0,0,data
298,0,0,0,0,0,0,0,data
299,0,0,0,0,0,0,0,data
300,0,0,0,0,0,0,0,data
301,0,0,0,0,0,0,0,data
302,0,0,0,0,0,0,0,data
303,0,0,0,0,0,0,0,data
304,0,0,0,0,0,0,0,data
305,0,0,0,0,0,0,0,data
306,0,0,0,0,0,0,0,data
307,0,0,0,0,0,0,0,data
308,0,0,0,0,0,0,0,data
309,0,0,0,0,0,0,0,data
310,0,0,0,0,0,0,0,data
311,0,0,0,0,0,0,0,data
312,0,0,0,0,0,0,0,data
313,0,0,0,0,0,0,0,data
314,0,0,0,0,0,0,0,data
315,0,0,0,0,0,0,0,data
316,0,0,0,0,0,0,0,data
317,0,0,0,0,0,0,0,data
318,0,0,0,0,0,0,0,data
319,0,0,0,0,0,0,0,data
320,0,0,0,0,0,0,0,data
321,0,0,0,0,0,0,0,data
322,0,0,0,0,0,0,0,data
323,0,0,0,0,0,0,0,data
324,0,0,0,0,0,0,0,data
325,0,0,0,0,0,0,0,data
326,0,0,0,0,0,0,0,data
327,0,0,0,0,0,0,0,data
328,0,0,0,0,0,0,0,data
329,0,0,0,0,0,0,0,data
330,0,0,0,0,0,0,0,data
331,0,0,0,0,0,0,0,data
332,0,0,0,0,0,0,0,data
333,0,0,0,0,0,0,0,data
334,0,0,0,0,0,0,0,data
335,0,0,0,0,0,0,0,data
336,0,0,0,0,0,0,0,data
337,0,0,0,0,0,0,0,data
338,0,0,0,0,0,0,0,data
339,0,0,0,0,0,0,0,data
340,0,0,0,0,0,0,0,data
341,0,0,0,0,0,0,0,data
342,0,0,0,0,0,0,0,data
343,0,0,0,0,0,0,0,data
344,0,0,0,0,0,0,0,data
345,0,0,0,0,0,0,0,data
346,0,0,0,0,0,0,0,data
347,0,0,0,0,0,0,0,data
348,0,0,0,0,0,0,0,data
349,0,0,0,0,0,0,0,data
350,0,0,0,0,0,0,0,data
351,0,0,0,0,0,0,0,data
352,0,0,0,0,0,0,0,data
353,0,0,0,0,0,0,0,data
354,0,0,0,0,0,0,0,data
355,0,0,0,0,0,0,0,data
356,0,0,0,0,0,0,0,data
357,0,0,0,0,0,0,0,data
358,0,0,0,0,0,0,0,data
359,0,0,0,0,0,0,0,data
360,0,0,0,0,0,0,0,data
361,0,0,0,0,0,0,0,data
362,0,0,0,0,0,0,0,data
363,0,0,0,0,0,0,0,data
364,0,0,0,0,0,0,0,data
365,0,0,0,0,0,0,0,data
366,0,0,0,0,0,0,0,data
367,0,0,0,0,0,0,0,data
368,0,0,0,0,0,0,0,data
369,0,0,0,0,0,0,0,data
370,0,0,0,0,0,0,0,data
371,0,0,0,0,0,0,0,data
372,0,0,0,0,0,0,0,data
373,0,0,0,0,0,0,0,data
374,0,0,0,0,0,0,0,data
375,0,0,0,0,0,0,0,data
376,0,0,0,0,0,0,0,data
377,0,0,0,0,0,0,0,data
378,0,0,0,0,0,0,0,data
379,0,0,0,0,0,0,0,data
380,0,0,0,0,0,0,0,data
381,0,0,0,0,0,0,0,data
382,0,0,0,0,0,0,0,data
383,0,0,0,0,0,0,0,data
384,0,0,0,0,0,0,0,data
385,0,0,0,0,0,0,0,data
386,0,0,0,0,0,0,0,data
387,0,0,0,0,0,0,0,data
388,0,0,0,0,0,0,0,data
389,0,0,0,0,0,0,0,data
390,0,0,0,0,0,0,0,data
391,0,0,0,0,0,0,0,data
392,0,0,0,0,0,0,0,data
393,0,0,0,0,0,0,0,data
394,0,0,0,0,0,0,0,data
395,0,0,0,0,0,0,0,data
396,0,0,0,0,0,0,0,data
397,0,0,0,0,0,0,0,data
398,0,0,0,0,0,0,0,data
399,0,0,0,0,0,0,0,data
400,0,0,0,0,0,0,0,data
401,0,0,0,0,0,0,0,data
402,0,0,0,0,0,0,0,data
403,0,0,0,0,0,0,0,data
404,0,0,0,0,0,0,0,data
405,0,0,0,0,0,0,0,data
406,0,0,0,0,0,0,0,data
407,0,0,0,0,0,0,0,data
408,0,0,0,0,0,0,0,data
409,0,0,0,0,0,0,0,data
410,0,0,0,0,0,0,0,data
411,0,0,0,0,0,0,0,data
412,0,0,0,0,0,0,0,data
413,0,0,0,0,0,0,0,data
414,0,0,0,0,0,0,0,data
415,0,0,0,0,0,0,0,data
416,0,0,0,0,0,0,0,data
417,0,0,0,0,0,0,0,data
418,0,0,0,0,0,0,0,data
419,0,0,0,0,0,0,0,data
420,0,0,0,0,0,0,0,data
421,0,0,0,0,0,0,0,data
422,0,0,0,0,0,0,0,data
423,0,0,0,0,0,0,0,data
424,0,0,0,0,0,0,0,data
425,0,0,0,0,0,0,0,data
426,0,0,0,0,0,0,0,data
427,0,0,0,0,0,0,0,data
428,0,0,0,0,0,0,0,data
429,0,0,0,0,0,0,0,data
430,0,0,0,0,0,0,0,data
431,0,0,0,0,0,0,0,data
432,0,0,0,0,0,0,0,data
433,0,0,0,0,0,0,0,data
434,0,0,0,0,0,0,0,data
435,0,0,0,0,0,0,0,data
436,0,0,0,0,0,0,0,data
437,0,0,0,0,0,0,0,data
438,0,0,0,0,0,0,0,data
439,0,0,0,0,0,0,0,data
440,0,0,0,0,0,0,0,data
441,0,0,0,0,0,0,0,data
442,0,0,0,0,0,0,0,data
443,0,0,0,0,0,0,0,data
444,0,0,0,0,0,0,0,data
445,0,0,0,0,0,0,0,data
446,0,0,0,0,0,0,0,data
447,0,0,0,0,0,0,0,data
448,0,0,0,0,0,0,0,data
449,0,0,0,0,0,0,0,data
450,0,0,0,0,0,0,0,data
451,0,0,0,0,0,0,0,data
452,0,0,0,0,0,0,0,data
453,0,0,0,0,0,0,0,data
454,0,0,0,0,0,0,0,data
455,0,0,0,0,0,0,0,data
456,0,0,0,0,0,0,0,data
457,0,0,0,0,0,0,0,data
458,0,0,0,0,0,0,0,data
459,0,0,0,0,0,0,0,data
460,0,0,0,0,0,0,0,data
461,0,0,0,0,0,0,0,data
462,0,0,0,0,0,0,0,data
463,0,0,0,0,0,0,0,data
464,0,0,0,0,0,0,0,data
465,0,0,0,0,0,0,0,data
466,0,0,0,0,0,0,0,data
467,0,0,0,0,0,0,0,data
468,0,0,0,0,0,0,0,data
469,0,0,0,0,0,0,0,data
470,0,0,0,0,0,0,0,data
471,0,0,0,0,0,0,0,data
472,0,0,0,0,0,0,0,data
473,0,0,0,0,0,0,0,data
474,0,0,0,0,0,0,0,data
475,0,0,0,0,0,0,0,data
476,0,0,0,0,0,0,0,data
477,0,0,0,0,0,0,0,data
478,0,0,0,0,0,0,0,data
479,0,0,0,0,0,0,0,data
480,0,0,0,0,0,0,0,data
481,0,0,0,0,0,0,0,data
482,0,0,0,0,0,0,0,data
483,0,0,0,0,0,0,0,data
484,0,0,0,0,0,0,0,data
485,0,0,0,0,0,0,0,data
486,0,0,0,0,0,0,0,data
487,0,0,0,0,0,0,0,data
488,0,0,0,0,0,0,0,data
489,0,0,0,0,0,0,0,data
490,0,0,0,0,0,0,0,data
491,0,0,0,0,0,0,0,data
492,0,0,0,0,0,0,0,data
493,0,0,0,0,0,0,0,data
494,0,0,0,0,0,0,0,data
495,0,0,0,0,0,0,0,data
496,0,0,0,0,0,0,0,data
497,0,0,0,0,0,0,0,data
498,0,0,0,0,0,0,0,data
499,0,0,0,0,0,0,0,data
500,0,0,0,0,0,0,0,data
501,0,0,0,0,0,0,0,data
502,0,0,0,0,0,0,0,data
503,0,0,0,0,0,0,0,data
504,0,0,0,0,0,0,0,data
505,0,0,0,0,0,0,0,data
506,0,0,0,0,0,0,0,data
507,0,0,0,0,0,0,0,data
508,0,0,0,0,0,0,0,data
509,0,0,0,0,0,0,0,data
510,0,0,0,0,0,0,0,data
511,0,0,0,0,0,0,0,data
512,0,0,0,0,0,0,0,data
513,0,0,0,0,0,0,0,data
514,0,0,0,0,0,0,0,data
515,0,0,0,0,0,0,0,data
516,0,0,0,0,0,0,0,data
517,0,0,0,0,0,0,0,data
518,0,0,0,0,0,0,0,data
519,0,0,0,0,0,0,0,data
520,0,0,0,0,0,0,0,data
521,0,0,0,0,0,0,0,data
522,0,0,0,0,0,0,0,data
523,0,0,0,0,0,0,0,data
524,0,0,0,0,0,0,0,data
525,0,0,0,0,0,0,0,data
526,0,0,0,0,0,0,0,data
527,0,0,0,0,0,0,0,data
528,0,0,0,0,0,0,0,data
529,0,0,0,0,0,0,0,data
530,0,0,0,0,0,0,0,data
531,0,0,0,0,0,0,0,data
532,0,0,0,0,0,0,0,data
533,0,0,0,0,0,0,0,data
534,0,0,0,0,0,0,0,data
535,0,0,0,0,0,0,0,data
536,0,0,0,0,0,0,0,data
537,0,0,0,0,0,0,0,data
538,0,0,0,0,0,0,0,data
539,0,0,0,0,0,0,0,data
540,0,0,0,0,0,0,0,data
541,0,0,0,0,0,0,0,data
542,0,0,0,0,0,0,0,data
543,0,0,0,0,0,0,0,data
544,0,0,0,0,0,0,0,data
545,0,0,0,0,0,0,0,data
546,0,0,0,0,0,0,0,data
547,0,0,0,0,0,0,0,data
548,0,0,0,0,0,0,0,data
549,0,0,0,0,0,0,0,data
550,0,0,0,0,0,0,0,data
551,0,0,0,0,0,0,0,data
552,0,0,0,0,0,0,0,data
553,0,0,0,0,0,0,0,data
554,0,0,0,0,0,0,0,data
555,0,0,0,0,0,0,0,data
556,0,0,0,0,0,0,0,data
557,0,0,0,0,0,0,0,data
558,0,0,0,0,0,0,0,data
559,0,0,0,0,0,0,0,data
560,0,0,0,0,0,0,0,data
561,0,0,0,0,0,0,0,data
562,0,0,0,0,0,0,0,data
563,0,0,0,0,0,0,0,data
564,0,0,0,0,0,0,0,data
565,0,0,0,0,0,0,0,data
566,0,0,0,0,0,0,0,data
567,0,0,0,0,0,0,0,data
568,0,0,0,0,0,0,0,data
569,0,0,0,0,0,0,0,data
570,0,0,0,0,0,0,0,data
571,0,0,0,0,0,0,0,data
572,0,0,0,0,0,0,0,data
573,0,0,0,0,0,0,0,data
574,0,0,0,0,0,0,0,data
575,0,0,0,0,0,0,0,data
576,0,0,0,0,0,0,0,data
577,0,0,0,0,0,0,0,data
578,0,0,0,0,0,0,0,data
579,0,0,0,0,0,0,0,data
580,0,0,0,0,0,0,0,data
581,0,0,0,0,0,0,0,data
582,0,0,0,0,0,0,0,data
583,0,0,0,0,0,0,0,data
584,0,0,0,0,0,0,0,data
585,0,0,0,0,0,0,0,data
586,0,0,0,0,0,0,0,data
587,0,0,0,0,0,0,0,data
588,0,0,0,0,0,0,0,data
589,0,0,0,0,0,0,0,data
590,0,0,0,0,0,0,0,data
591,0,0,0,0,0,0,0,data
592,0,0,0,0,0,0,0,data
593,0,0,0,0,0,0,0,data
594,0,0,0,0,0,0,0,data
595,0,0,0,0,0,0,0,data
596,0,0,0,0,0,0,0,data
597,0,0,0,0,0,0,0,data
598,0,0,0,0,0,0,0,data
599,0,0,0,0,0,0,0,data
600,0,0,0,0,0,0,0,data
601,0,0,0,0,0,0,0,data
602,0,0,0,0,0,0,0,data
603,0,0,0,0,0,0,0,data
604,0,0,0,0,0,0,0,data
605,0,0,0,0,0,0,0,data
606,0,0,0,0,0,0,0,data
607,0,0,0,0,0,0,0,data
608,0,0,0,0,0,0,0,data
609,0,0,0,0,0,0,0,data
610,0,0,0,0,0,0,0,data
611,0,0,0,0,0,0,0,data
612,0,0,0,0,0,0,0,data
613,0,0,0,0,0,0,0,data
614,0,0,0,0,0,0,0,data
615,0,0,0,0,0,0,0,data
616,0,0,0,0,0,0,0,data
617,0,0,0,0,0,0,0,data
618,0,0,0,0,0,0,0,data
619,0,0,0,0,0,0,0,data
620,0,0,0,0,0,0,0,data
621,0,0,0,0,0,0,0,data
622,0,0,0,0,0,0,0,data
623,0,0,0,0,0,0,0,data
624,0,0,0,0,0,0,0,data
625,0,0,0,0,0,0,0,data
626,0,0,0,0,0,0,0,data
627,0,0,0,0,0,0,0,data
628,0,0,0,0,0,0,0,data
629,0,0,0,0,0,0,0,data
630,0,0,0,0,0,0,0,data
631,0,0,0,0,0,0,0,data
632,0,0,0,0,0,0,0,data
633,0,0,0,0,0,0,0,data
634,0,0,0,0,0,0,0,data
635,0,0,0,0,0,0,0,data
636,0,0,0,0,0,0,0,data
637,0,0,0,0,0,0,0,data
638,0,0,0,0,0,0,0,data
639,0,0,0,0,0,0,0,data
640,0,0,0,0,0,0,0,data
641,0,0,0,0,0,0,0,data
642,0,0,0,0,0,0,0,data
643,0,0,0,0,0,0,0,data
644,0,0,0,0,0,0,0,data
645,0,0,0,0,0,0,0,data
646,0,0,0,0,0,0,0,data
647,0,0,0,0,0,0,0,data
648,0,0,0,0,0,0,0,data
649,0,0,0,0,0,0,0,data
650,0,0,0,0,0,0,0,data
651,0,0,0,0,0,0,0,data
652,0,0,0,0,0,0,0,data
653,0,0,0,0,0,0,0,data
654,0,0,0,0,0,0,0,data
655,0,0,0,0,0,0,0,data
656,0,0,0,0,0,0,0,data
657,0,0,0,0,0,0,0,data
658,0,0,0,0,0,0,0,data
659,0,0,0,0,0,0,0,data
660,0,0,0,0,0,0,0,data
661,0,0,0,0,0,0,0,data
662,0,0,0,0,0,0,0,data
663,0,0,0,0,0,0,0,data
664,0,0,0,0,0,0,0,data
665,0,0,0,0,0,0,0,data
666,0,0,0,0,0,0,0,data
667,0,0,0,0,0,0,0,data
668,0,0,0,0,0,0,0,data
669,0,0,0,0,0,0,0,data
670,0,0,0,0,0,0,0,data
671,0,0,0,0,0,0,0,data
672,0,0,0,0,0,0,0,data
673,0,0,0,0,0,0,0,data
674,0,0,0,0,0,0,0,data
675,0,0,0,0,0,0,0,data
676,0,0,0,0,0,0,0,data
677,0,0,0,0,0,0,0,data
678,0,0,0,0,0,0,0,data
679,0,0,0,0,0,0,0,data
680,0,0,0,0,0,0,0,data
681,0,0,0,0,0,0,0,data
682,0,0,0,0,0,0,0,data
683,0,0,0,0,0,0,0,data
684,0,0,0,0,0,0,0,data
685,0,0,0,0,0,0,0,data
686,0,0,0,0,0,0,0,data
687,0,0,0,0,0,0,0,data
688,0,0,0,0,0,0,0,data
689,0,0,0,0,0,0,0,data
690,0,0,0,0,0,0,0,data
691,0,0,0,0,0,0,0,data
692,0,0,0,0,0,0,0,data
693,0,0,0,0,0,0,0,data
694,0,0,0,0,0,0,0,data
695,0,0,0,0,0,0,0,data
696,0,0,0,0,0,0,0,data
697,0,0,0,0,0,0,0,data
698,0,0,0,0,0,0,0,data
699,0,0,0,0,0,0,0,data
700,0,0,0,0,0,0,0,data
701,0,0,0,0,0,0,0,data
702,0,0,0,0,0,0,0,data
703,0,0,0,0,0,0,0,data
704,0,0,0,0,0,0,0,data
705,0,0,0,0,0,0,0,data
706,0,0,0,0,0,0,0,data
707,0,0,0,0,0,0,0,data
708,0,0,0,0,0,0,0,data
709,0,0,0,0,0,0,0,data
710,0,0,0,0,0,0,0,data
711,0,0,0,0,0,0,0,data
712,0,0,0,0,0,0,0,data
713,0,0,0,0,0,0,0,data
714,0,0,0,0,0,0,0,data
715,0,0,0,0,0,0,0,data
716,0,0,0,0,0,0,0,data
717,0,0,0,0,0,0,0,data
718,0,0,0,0,0,0,0,data
719,0,0,0,0,0,0,0,data
720,0,0,0,0,0,0,0,data
721,0,0,0,0,0,0,0,data
722,0,0,0,0,0,0,0,data
723,0,0,0,0,0,0,0,data
724,0,0,0,0,0,0,0,data
725,0,0,0,0,0,0,0,data
726,0,0,0,0,0,0,0,data
727,0,0,0,0,0,0,0,data
728,0,0,0,0,0,0,0,data
729,0,0,0,0,0,0,0,data
730,0,0,0,0,0,0,0,data
731,0,0,0,0,0,0,0,data
732,0,0,0,0,0,0,0,data
733,0,0,0,0,0,0,0,data
734,0,0,0,0,0,0,0,data
735,0,0,0,0,0,0,0,data
736,0,0,0,0,0,0,0,data
737,0,0,0,0,0,0,0,data
738,0,0,0,0,0,0,0,data
739,0,0,0,0,0,0,0,data
740,0,0,0,0,0,0,0,data
741,0,0,0,0,0,0,0,data
742,0,0,0,0,0,0,0,data
743,0,0,0,0,0,0,0,data
744,0,0,0,0,0,0,0,data
745,0,0,0,0,0,0,0,data
746,0,0,0,0,0,0,0,data
747,0,0,0,0,0,0,0,data
748,0,0,0,0,0,0,0,data
749,0,0,0,0,0,0,0,data
750,0,0,0,0,0,0,0,data
751,0,0,0,0,0,0,0,data
752,0,0,0,0,0,0,0,data
753,0,0,0,0,0,0,0,data
754,0,0,0,0,0,0,0,data
755,0,0,0,0,0,0,0,data
756,0,0,0,0,0,0,0,data
757,0,0,0,0,0,0,0,data
758,0,0,0,0,0,0,0,data
759,0,0,0,0,0,0,0,data
760,0,0,0,0,0,0,0,data
761,0,0,0,0,0,0,0,data
762,0,0,0,0,0,0,0,data
763,0,0,0,0,0,0,0,data
764,0,0,0,0,0,0,0,data
765,0,0,0,0,0,0,0,data
766,0,0,0,0,0,0,0,data
767,0,0,0,0,0,0,0,data
768,0,0,0,0,0,0,0,data
769,0,0,0,0,0,0,0,data
770,0,0,0,0,0,0,0,data
771,0,0,0,0,0,0,0,data
772,0,0,0,0,0,0,0,data
773,0,0,0,0,0,0,0,data
